evnum,x,y,z,pad_id,mom
1,34.4368,-8.66291,-98.2076,336,470.447
1,34.5747,-9.12695,-91.2346,469,470.436
1,34.5767,-9.13491,-91.1158,469,470.436
1,34.7328,-9.86489,-80.2171,625,470.419
1,34.7339,-9.87252,-80.1034,625,470.419
1,34.8096,-10.5765,-69.5844,805,470.399
1,34.8096,-10.5839,-69.4737,805,470.399
1,34.8115,-11.2676,-59.1923,1009,470.391
1,34.8111,-11.2748,-59.0839,1009,470.39
1,34.7456,-11.9464,-48.9638,1237,470.368
1,34.7443,-11.9535,-48.8567,1237,470.368
1,34.5831,-12.7403,-36.9988,1460,470.149
1,34.5811,-12.7473,-36.8929,1460,470.149
1,34.2919,-13.6554,-23.3158,1673,470.124
1,34.2888,-13.6623,-23.2109,1673,470.124
1,33.885,-14.5565,-9.74064,1896,470.103
1,33.8815,-14.5634,-9.63657,1896,470.103
1,33.374,-15.4518,3.75294,2118,470.092
1,33.3697,-15.4586,3.85648,2118,470.092
1,32.7494,-16.337,17.1865,2331,470.08
1,32.7441,-16.3439,17.2897,2331,470.08
1,32.0073,-17.2294,30.5736,2544,470.067
1,32.0011,-17.2364,30.6764,2544,470.067
1,31.1531,-18.1373,43.9217,2761,470.048
1,31.1453,-18.1443,44.0244,2761,470.048
1,30.1842,-19.045,57.2378,2982,470.038
1,30.176,-19.052,57.3401,2982,470.038
1,29.1015,-19.9565,70.526,3210,470.014
1,29.0918,-19.9635,70.6282,3210,470.013
1,27.9037,-20.8682,83.7898,3444,470.002
1,27.8936,-20.8752,83.8918,3444,470.002
1,26.5986,-21.7798,97.0308,3685,469.984
1,26.5881,-21.7868,97.1325,3685,469.984
1,25.1848,-22.6944,110.251,3922,469.97
1,25.1732,-22.7015,110.352,3922,469.97
1,23.6609,-23.6139,123.452,4147,469.954
1,23.6483,-23.6209,123.553,4147,469.954
1,22.0249,-24.5323,136.634,4360,469.942
1,22.0118,-24.5394,136.735,4360,469.942
1,20.278,-25.4455,149.799,4568,469.923
1,20.2639,-25.4525,149.9,4568,469.923
1,18.4258,-26.3586,162.946,4771,469.906
1,18.4106,-26.3656,163.047,4771,469.905
1,16.46,-27.2726,176.076,4971,469.894
1,16.4444,-27.2796,176.177,4971,469.894
1,14.3854,-28.1867,189.189,5169,469.867
1,14.369,-28.1937,189.289,5169,469.867
1,12.1969,-29.097,202.285,5355,469.852
1,12.1788,-29.1041,202.385,5355,469.852
1,9.89872,-30.0061,215.363,5508,469.834
1,9.88019,-30.0132,215.464,5508,469.834
1,7.49052,-30.9246,228.424,5626,469.816
1,7.47159,-30.9317,228.525,5626,469.812
1,4.97553,-31.85,241.468,5724,469.798
1,4.95568,-31.8571,241.568,5724,469.798
2,21.892,-10.5722,-90.9136,331,352.279
2,23.2076,-11.6229,-85.2378,464,352.266
2,23.2301,-11.6411,-85.1391,464,352.266
2,25.3135,-13.3592,-75.8636,621,352.239
2,25.3352,-13.3776,-75.765,621,352.239
2,27.335,-15.1163,-66.4862,802,352.071
2,27.3554,-15.1349,-66.3873,802,352.071
2,29.2814,-16.8804,-57.1038,1007,352.046
2,29.3014,-16.899,-57.0049,1007,352.046
2,31.1491,-18.6401,-47.712,1236,351.994
2,31.1679,-18.6587,-47.613,1236,351.994
2,33.2589,-20.7327,-36.5759,1459,351.904
2,33.2768,-20.7511,-36.4767,1459,351.903
2,35.57,-23.1218,-23.6894,1673,351.87
2,35.587,-23.1401,-23.5901,1673,351.869
2,37.7322,-25.5058,-10.7785,1898,351.774
2,37.7482,-25.5242,-10.6791,1898,351.774
2,39.7456,-27.896,2.15694,2121,351.747
2,39.7598,-27.9144,2.25673,2121,351.746
2,41.6118,-30.2968,15.1161,2334,351.703
2,41.6254,-30.3152,15.2159,2334,351.703
2,43.3385,-32.683,28.0965,2548,351.671
2,43.3512,-32.7015,28.1965,2548,351.671
2,44.9294,-35.0702,41.0967,2766,351.47
2,44.9408,-35.0885,41.1969,2765,351.47
2,46.3744,-37.4475,54.1184,2988,351.331
2,46.3847,-37.4658,54.2187,2988,351.331
2,47.6763,-39.8299,67.16,3217,351.295
2,47.6848,-39.8483,67.2606,3217,351.295
2,48.8302,-42.2245,80.2216,3452,351.267
2,48.8382,-42.243,80.3222,3452,351.267
2,49.8514,-44.6236,93.2987,3693,351.22
2,49.8583,-44.6421,93.3995,3693,351.22
2,50.7355,-47.0214,106.392,3932,351.174
2,50.7415,-47.0399,106.492,3932,351.174
2,51.4711,-49.4585,119.501,4157,351.132
2,51.476,-49.4773,119.602,4157,351.132
2,52.0415,-51.8966,132.63,4371,351.105
2,52.0452,-51.9154,132.731,4371,351.105
2,52.4548,-54.3381,145.775,4579,351.08
2,52.457,-54.357,145.876,4579,351.08
2,52.7188,-56.7968,158.932,4783,351.027
2,52.7201,-56.8157,159.033,4783,351.027
2,52.8295,-59.2563,172.102,4984,350.977
2,52.8292,-59.2752,172.203,4984,350.977
2,52.7933,-61.7149,185.282,5182,350.95
2,52.7923,-61.7338,185.384,5182,350.95
2,52.5983,-64.1687,198.473,5369,350.904
2,52.5954,-64.1876,198.574,5369,350.904
2,52.2427,-66.6289,211.673,5523,350.885
2,52.2392,-66.6477,211.775,5523,350.885
2,51.7468,-69.0742,224.878,5642,350.838
2,51.7416,-69.093,224.98,5642,350.838
2,51.0978,-71.5168,238.09,5741,350.807
2,51.0921,-71.5356,238.191,5741,350.807
2,24.9579,-4.24389,-75.624,621,0.136773
2,24.9504,-4.21617,-75.7279,621,0.136615
2,24.4772,-4.16062,-75.5542,621,0.13257
2,24.5994,-4.16167,-75.4923,621,0.132314
2,24.9294,-4.1823,-75.6134,621,0.130985
2,24.9686,-4.20249,-75.7346,621,0.130083
2,24.6336,-3.81242,-75.6112,621,0.124086
2,24.6324,-3.75968,-75.5043,621,0.121697
3,7.44858,8.75378,-86.9931,326,478.45
3,7.2437,9.42946,-81.1729,458,478.444
3,7.23898,9.44124,-81.0717,458,478.444
3,6.86,10.5455,-71.5787,614,478.434
3,6.85502,10.5572,-71.4778,614,478.434
3,6.42373,11.6579,-62.0043,794,478.421
3,6.41848,11.6696,-61.9036,794,478.421
3,5.93356,12.7665,-52.4442,998,478.411
3,5.928,12.7782,-52.3436,998,478.411
3,5.38534,13.8703,-42.8948,1226,478.397
3,5.37847,13.8819,-42.7942,1226,478.397
3,4.66308,15.1799,-31.5976,1449,478.387
3,4.65585,15.1916,-31.4972,1449,478.387
3,3.72879,16.6959,-18.5559,1662,478.376
3,3.72119,16.7076,-18.4556,1662,478.376
3,2.69431,18.2095,-5.5264,1885,478.361
3,2.68546,18.2211,-5.42621,1885,478.361
3,1.55773,19.7145,7.49194,2107,478.352
3,1.54852,19.7261,7.59204,2107,478.352
3,0.321779,21.2201,20.4997,2320,478.337
3,0.311208,21.2317,20.5997,2320,478.337
3,-1.01854,22.7204,33.4971,2532,478.321
3,-1.02949,22.7319,33.597,2532,478.321
3,-2.46168,24.2216,46.484,2749,478.297
3,-2.47321,24.2332,46.5839,2749,478.297
3,-4.00497,25.7264,59.4604,2970,478.279
3,-4.01784,25.738,59.5602,2970,478.278
3,-5.64905,27.2315,72.4259,3198,478.263
3,-5.6623,27.2431,72.5256,3197,478.263
3,-7.39396,28.7353,85.3803,3432,478.239
3,-7.40801,28.7469,85.4799,3432,478.239
3,-9.24225,30.2361,98.3231,3672,478.159
3,-9.25685,30.2476,98.4226,3672,478.159
3,-11.1937,31.732,111.254,3910,478.134
3,-11.209,31.7434,111.353,3910,478.134
3,-13.2335,33.2151,124.172,4134,478.123
3,-13.2496,33.2265,124.272,4134,478.123
3,-15.3755,34.6978,137.078,4347,478.109
3,-15.3924,34.7093,137.178,4347,478.109
3,-17.6262,36.1895,149.97,4554,478.098
3,-17.6449,36.201,150.069,4554,478.098
3,-19.9826,37.6843,162.848,4757,478.09
3,-20.0017,37.6958,162.947,4757,478.09
3,-22.4475,39.1824,175.71,4957,478.079
3,-22.4671,39.1939,175.809,4957,478.078
3,-25.0247,40.6826,188.557,5155,478.048
3,-25.0449,40.6941,188.656,5155,478.048
3,-27.7088,42.1845,201.387,5341,478.041
3,-27.7298,42.1961,201.486,5341,478.041
3,-30.4995,43.6917,214.2,5494,478.032
3,-30.5214,43.7033,214.299,5494,478.032
3,-33.3965,45.2006,226.996,5612,478.023
3,-33.4198,45.2122,227.094,5612,478.023
3,-36.3967,46.7093,239.773,5709,478.016
3,-36.4205,46.7209,239.872,5709,478.016
4,-27.4443,-4.19367,-93.6132,314,478.569
4,-27.4755,-4.92521,-87.1416,445,478.548
4,-27.4763,-4.93774,-87.0306,445,478.548
4,-27.5782,-6.09573,-76.7617,601,478.534
4,-27.5798,-6.10793,-76.6541,601,478.534
4,-27.7429,-7.24158,-66.6331,781,478.51
4,-27.7451,-7.2535,-66.5276,781,478.51
4,-27.9678,-8.36742,-56.6671,985,478.473
4,-27.9706,-8.37922,-56.5629,985,478.473
4,-28.255,-9.48593,-46.8142,1213,478.408
4,-28.2584,-9.49764,-46.7109,1213,478.408
4,-28.6698,-10.794,-35.2489,1438,478.35
4,-28.6743,-10.8057,-35.1466,1438,478.35
4,-29.2138,-12.3095,-21.976,1650,478.339
4,-29.2186,-12.3212,-21.8743,1650,478.339
4,-29.867,-13.8286,-8.78296,1874,478.314
4,-29.8732,-13.8403,-8.6819,1874,478.314
4,-30.6321,-15.3427,4.34966,2096,478.297
4,-30.6388,-15.3543,4.45041,2096,478.297
4,-31.5085,-16.8515,17.4352,2308,478.28
4,-31.5158,-16.8631,17.5357,2308,478.277
4,-32.491,-18.3619,30.4837,2521,478.264
4,-32.4997,-18.3735,30.5838,2521,478.263
4,-33.5832,-19.8774,43.5005,2738,478.25
4,-33.5923,-19.8891,43.6004,2738,478.25
4,-34.7745,-21.3962,56.4918,2959,478.231
4,-34.7846,-21.4079,56.5916,2959,478.231
4,-36.0701,-22.9219,69.4599,3187,478.222
4,-36.0805,-22.9337,69.5595,3187,478.221
4,-37.4713,-24.4477,82.4066,3421,478.199
4,-37.4826,-24.4594,82.5061,3421,478.199
4,-38.9826,-25.9687,95.333,3662,478.159
4,-38.9946,-25.9803,95.4323,3662,478.159
4,-40.5962,-27.4811,108.241,3899,478.15
4,-40.61,-27.4928,108.34,3899,478.15
4,-42.3228,-28.9971,121.131,4123,478.134
4,-42.337,-29.0088,121.23,4123,478.134
4,-44.15,-30.5134,134.004,4337,478.125
4,-44.1645,-30.5251,134.103,4337,478.124
4,-46.079,-32.0248,146.86,4544,478.074
4,-46.0943,-32.0365,146.959,4544,478.073
4,-48.1113,-33.536,159.7,4747,478.058
4,-48.1279,-33.5476,159.799,4747,478.057
4,-50.2434,-35.0452,172.525,4947,478.035
4,-50.2604,-35.0568,172.623,4947,478.035
4,-52.481,-36.5512,185.332,5145,478.023
4,-52.4986,-36.5628,185.431,5145,478.023
4,-54.819,-38.0569,198.123,5331,478.005
4,-54.8379,-38.0684,198.222,5331,478.005
4,-57.2594,-39.5584,210.898,5484,477.994
4,-57.2788,-39.57,210.996,5484,477.994
4,-59.8018,-41.0612,223.655,5602,477.968
4,-59.8218,-41.0727,223.753,5602,477.968
4,-62.443,-42.5636,236.396,5700,477.951
4,-62.4638,-42.5752,236.494,5700,477.951
4,-36.7953,-24.8145,82.6193,3421,0.0325747
5,3.78291,-7.18397,-86.6268,325,505.31
5,4.74019,-7.78066,-80.9307,457,505.302
5,4.75593,-7.79101,-80.8317,457,505.302
5,6.27256,-8.76316,-71.5247,614,505.297
5,6.28796,-8.77352,-71.4257,614,505.297
5,7.7454,-9.74775,-62.12,794,505.286
5,7.76048,-9.75809,-62.021,794,505.286
5,9.16185,-10.7302,-52.7137,999,505.257
5,9.17644,-10.7406,-52.6146,999,505.257
5,10.5276,-11.7156,-43.3043,1228,505.243
5,10.5417,-11.7259,-43.2052,1228,505.243
5,12.0775,-12.8821,-32.156,1452,505.236
5,12.0909,-12.8925,-32.0569,1452,505.236
5,13.7719,-14.2326,-19.2641,1665,505.225
5,13.7846,-14.243,-19.1648,1665,505.225
5,15.3687,-15.5844,-6.3616,1890,505.211
5,15.3798,-15.5949,-6.26222,1890,505.211
5,16.8682,-16.9433,6.55171,2112,505.196
5,16.8789,-16.9537,6.65114,2112,505.195
5,18.2737,-18.3042,19.4756,2326,505.186
5,18.2841,-18.3147,19.5751,2326,505.186
5,19.5771,-19.6659,32.4109,2539,505.172
5,19.5867,-19.6765,32.5105,2539,505.172
5,20.7809,-21.0399,45.3571,2757,505.036
5,20.7896,-21.0505,45.4568,2757,505.036
5,21.8841,-22.4163,58.314,2979,505.025
5,21.8922,-22.4269,58.4137,2979,505.025
5,22.8884,-23.7945,71.2811,3208,505.017
5,22.895,-23.8051,71.3809,3208,505.016
5,23.7926,-25.1715,84.2579,3443,505.001
5,23.7988,-25.1821,84.3578,3443,505.001
5,24.5987,-26.5485,97.244,3684,504.973
5,24.6045,-26.559,97.3439,3684,504.973
5,25.3057,-27.9165,110.239,3923,504.965
5,25.3097,-27.9271,110.339,3923,504.965
5,25.8907,-29.2995,123.244,4148,504.944
5,25.8944,-29.3102,123.344,4148,504.944
5,26.3749,-30.6859,136.257,4362,504.927
5,26.3782,-30.6966,136.357,4362,504.927
5,26.762,-32.0767,149.277,4570,504.903
5,26.7646,-32.0875,149.378,4570,504.903
5,27.0456,-33.473,162.304,4774,504.889
5,27.0468,-33.4838,162.405,4774,504.888
5,27.2285,-34.8714,175.338,4975,504.877
5,27.2293,-34.8822,175.438,4975,504.877
5,27.3066,-36.2733,188.377,5173,504.863
5,27.3061,-36.2841,188.477,5173,504.863
5,27.2878,-37.6776,201.421,5360,504.85
5,27.2869,-37.6884,201.521,5360,504.85
5,27.169,-39.0787,214.469,5514,504.825
5,27.1671,-39.0894,214.569,5514,504.825
5,26.9529,-40.4774,227.521,5633,504.811
5,26.9507,-40.4881,227.621,5633,504.811
5,26.6319,-41.8744,240.577,5732,504.798
5,26.6281,-41.8852,240.677,5732,504.798
6,-13.78,-11.2405,-88.2062,319,409.551
6,-14.8162,-11.9767,-82.5389,450,409.545
6,-14.835,-11.9895,-82.4406,450,409.545
6,-16.5837,-13.1911,-73.1928,605,409.531
6,-16.6028,-13.2038,-73.0946,605,409.531
6,-18.4098,-14.3974,-63.8631,785,409.505
6,-18.4295,-14.4101,-63.7651,785,409.505
6,-20.2956,-15.604,-54.5486,988,409.494
6,-20.3158,-15.6166,-54.4506,988,409.494
6,-22.2453,-16.806,-45.2492,1215,409.449
6,-22.2666,-16.8186,-45.1515,1215,409.449
6,-24.6416,-18.225,-34.257,1439,409.43
6,-24.6633,-18.2376,-34.1594,1439,409.427
6,-27.5231,-19.8626,-21.5804,1651,409.373
6,-27.5457,-19.8752,-21.4829,1651,409.373
6,-30.5173,-21.5027,-8.92932,1874,409.356
6,-30.5415,-21.5153,-8.83228,1874,409.356
6,-33.6334,-23.1394,3.69371,2095,409.335
6,-33.6581,-23.152,3.79065,2095,409.335
6,-36.8696,-24.7712,16.2887,2306,409.296
6,-36.8956,-24.7838,16.3853,2306,409.296
6,-40.2325,-26.4017,28.8534,2518,409.283
6,-40.259,-26.4143,28.9499,2518,409.283
6,-43.7212,-28.0358,41.3874,2734,409.255
6,-43.7494,-28.0483,41.4835,2734,409.255
6,-47.3325,-29.665,53.8905,2955,409.238
6,-47.3613,-29.6776,53.9865,2955,409.238
6,-51.0809,-31.3028,66.3585,3181,409.212
6,-51.111,-31.3155,66.4541,3181,409.212
6,-54.9611,-32.9496,78.7916,3415,409.19
6,-54.9916,-32.9624,78.8871,3415,409.19
6,-58.9608,-34.6109,91.192,3654,409.165
6,-58.9923,-34.6237,91.2871,3654,409.165
6,-63.08,-36.2698,103.559,3891,409.141
6,-63.113,-36.2827,103.653,3891,409.141
6,-67.3239,-37.9325,115.889,4114,409.126
6,-67.3573,-37.9453,115.984,4114,409.126
6,-71.6937,-39.6009,128.183,4327,409.103
6,-71.7284,-39.6138,128.277,4327,409.103
6,-76.1803,-41.2738,140.441,4533,409.079
6,-76.2155,-41.2868,140.535,4533,409.079
6,-80.7861,-42.9518,152.662,4735,409.057
6,-80.822,-42.9647,152.756,4735,409.057
6,-85.5123,-44.6186,164.844,4935,408.848
6,-85.5494,-44.6315,164.937,4935,408.848
6,-90.357,-46.2818,176.987,5131,408.787
6,-90.3947,-46.2945,177.081,5131,408.786
6,-95.3142,-47.9371,189.093,5316,408.772
6,-95.3528,-47.9498,189.185,5316,408.772
6,-100.39,-49.5858,201.157,5468,408.76
6,-100.43,-49.5985,201.25,5468,408.76
6,-105.592,-51.2304,213.178,5585,408.734
6,-105.633,-51.2431,213.27,5585,408.733
6,-110.911,-52.8836,225.156,5682,408.502
6,-110.952,-52.8963,225.248,5682,408.502
6,-104.088,-59.2074,213.724,5586,0.157106
6,-104.05,-59.3006,213.631,5586,0.156986
6,-104.878,-59.7301,213.389,5585,0.151287
6,-104.957,-59.6901,213.47,5585,0.150911
6,-103.718,-59.5443,213.832,5586,0.141864
6,-103.694,-59.5546,213.735,5586,0.141387
7,-6.00804,-6.73133,-86.8203,321,339.122
7,-7.15344,-8.2419,-81.1624,453,339.105
7,-7.17391,-8.26812,-81.0641,453,339.105
7,-9.10553,-10.7318,-71.8301,608,339.084
7,-9.12646,-10.758,-71.732,608,339.084
7,-11.133,-13.2244,-62.5163,787,339.049
7,-11.1554,-13.2506,-62.4185,787,339.048
7,-13.2352,-15.7089,-53.2203,990,339.028
7,-13.2578,-15.7351,-53.1226,990,339.028
7,-15.4103,-18.1948,-43.9415,1218,338.996
7,-15.4346,-18.221,-43.8441,1218,338.996
7,-18.099,-21.1329,-32.9787,1441,338.968
7,-18.1238,-21.1592,-32.8815,1441,338.968
7,-21.3591,-24.546,-20.3459,1653,338.935
7,-21.3851,-24.5723,-20.2489,1653,338.934
7,-24.7584,-27.9596,-7.74738,1876,338.893
7,-24.7857,-27.9858,-7.65072,1876,338.893
7,-28.3018,-31.366,4.81495,2097,338.866
7,-28.3297,-31.3922,4.91142,2097,338.866
7,-31.9984,-34.7705,17.3382,2308,338.826
7,-32.0277,-34.7966,17.4344,2308,338.826
7,-35.8395,-38.1634,29.823,2520,338.777
7,-35.8699,-38.1895,29.9188,2520,338.777
7,-39.8181,-41.5591,42.2694,2735,338.726
7,-39.8493,-41.5853,42.365,2735,338.726
7,-43.9421,-44.9633,54.6748,2956,338.686
7,-43.9751,-44.9895,54.7699,2956,338.685
7,-48.2161,-48.3704,67.0368,3182,338.655
7,-48.2497,-48.3967,67.1317,3182,338.655
7,-52.6426,-51.7861,79.3533,3416,338.56
7,-52.6775,-51.8124,79.4478,3416,338.559
7,-57.234,-55.1837,91.62,3655,338.491
7,-57.2702,-55.2098,91.714,3655,338.491
7,-61.9849,-58.58,103.836,3891,338.419
7,-62.0222,-58.6062,103.93,3891,338.419
7,-66.8954,-61.9852,116.001,4114,338.37
7,-66.9342,-62.0115,116.094,4114,338.369
7,-71.9618,-65.4064,128.112,4327,338.287
7,-72.0014,-65.4328,128.205,4327,338.286
7,-77.1679,-68.8348,140.174,4533,338.225
7,-77.2084,-68.8611,140.266,4533,338.224
7,-82.4865,-72.2536,152.192,4735,338.137
7,-82.5284,-72.28,152.284,4735,338.135
7,-87.9468,-75.6812,164.157,4934,338.092
7,-87.9898,-75.7076,164.249,4934,338.091
7,-93.5556,-79.1139,176.067,5130,338.051
7,-93.5993,-79.1403,176.158,5130,338.051
7,-99.3065,-82.5497,187.921,5314,338.015
7,-99.3518,-82.5762,188.011,5314,338.015
7,-105.214,-85.9963,199.713,5466,337.966
7,-105.26,-86.0227,199.804,5466,337.965
7,-111.27,-89.4376,211.445,5583,337.933
7,-111.318,-89.4641,211.535,5583,337.933
7,-117.486,-92.8826,223.111,5680,337.671
7,-117.535,-92.9091,223.2,5680,337.671
7,-121.291,-97.8162,221.868,5678,0.144256
7,-121.289,-97.7746,221.974,5678,0.143545
7,-121.041,-97.1468,222.056,5678,0.140086
7,-121.041,-97.1468,222.056,5678,0.140086
7,-121.041,-97.1468,222.056,5678,0.140086
7,-121.254,-96.8316,221.986,5678,0.139915
8,-16.9833,6.57346,-89.1129,318,458.946
8,-17.6915,7.55892,-83.3169,449,458.938
8,-17.7043,7.57602,-83.2164,449,458.937
8,-18.9047,9.18072,-73.7853,604,458.919
8,-18.9179,9.1978,-73.6852,604,458.919
8,-20.1816,10.801,-64.2963,784,458.911
8,-20.1953,10.818,-64.1966,784,458.91
8,-21.5157,12.4114,-54.8374,987,458.901
8,-21.5308,12.4283,-54.7382,987,458.901
8,-22.9095,14.0217,-45.4028,1215,458.885
8,-22.9249,14.0387,-45.3037,1215,458.885
8,-24.6324,15.9352,-34.2549,1439,458.875
8,-24.6481,15.9522,-34.1559,1439,458.875
8,-26.7096,18.1462,-21.3988,1651,458.861
8,-26.7261,18.1632,-21.3001,1651,458.861
8,-28.9,20.3555,-8.57144,1874,458.793
8,-28.9179,20.3725,-8.473,1874,458.793
8,-31.1969,22.5662,4.23113,2096,458.775
8,-31.2152,22.5832,4.32946,2096,458.775
8,-33.6076,24.7759,17.0087,2308,458.756
8,-33.6272,24.7929,17.1068,2308,458.755
8,-36.134,26.9877,29.7616,2520,458.745
8,-36.154,27.0047,29.8596,2520,458.745
8,-38.7745,29.1982,42.4907,2736,458.732
8,-38.7956,29.2151,42.5884,2736,458.731
8,-41.5216,31.4058,55.1974,2957,458.715
8,-41.5432,31.4229,55.295,2957,458.715
8,-44.379,33.6261,67.8809,3184,458.694
8,-44.4018,33.6432,67.9783,3184,458.694
8,-47.3471,35.8552,80.5408,3418,458.674
8,-47.3704,35.8723,80.6381,3418,458.674
8,-50.4232,38.0811,93.1774,3657,458.653
8,-50.4474,38.0983,93.2745,3657,458.653
8,-53.6006,40.3195,105.792,3894,458.625
8,-53.6255,40.3367,105.888,3894,458.625
8,-56.8888,42.5612,118.381,4118,458.606
8,-56.9152,42.5783,118.477,4118,458.606
8,-60.2789,44.7861,130.947,4331,458.592
8,-60.3056,44.8031,131.043,4331,458.592
8,-63.7805,47.0071,143.486,4538,458.452
8,-63.8079,47.0242,143.582,4538,458.452
8,-67.3899,49.2335,156,4740,458.435
8,-67.4189,49.2506,156.096,4740,458.435
8,-71.1068,51.4575,168.487,4940,458.422
8,-71.1362,51.4745,168.583,4940,458.422
8,-74.9279,53.6772,180.948,5136,458.407
8,-74.9581,53.6943,181.043,5136,458.407
8,-78.8512,55.8986,193.382,5322,458.378
8,-78.8819,55.9157,193.477,5322,458.378
8,-82.8764,58.1206,205.789,5475,458.354
8,-82.9084,58.1376,205.884,5475,458.354
8,-87.0093,60.3346,218.167,5592,458.338
8,-87.0418,60.3516,218.262,5592,458.338
8,-91.2519,62.5381,230.515,5689,458.317
8,-91.285,62.5551,230.61,5689,458.317
8,-62.5113,32.9298,143.766,4538,0.218129
8,-62.5254,32.8633,143.865,4538,0.21808
8,-61.8431,31.4791,144.013,4538,0.187244
8,-61.8178,31.3988,143.916,4538,0.187081
8,-62.7903,30.3234,143.705,4538,0.185631
8,-62.9318,30.1244,143.776,4538,0.185381
8,-62.3676,28.2141,143.899,4538,0.171825
8,-62.4161,28.1033,143.786,4538,0.171322
8,-63.0211,27.8068,143.654,4538,0.1596
8,-63.1635,27.7363,143.725,4538,0.15823
8,-62.8795,26.1515,143.788,4538,0.149104
8,-62.8795,26.1515,143.788,4538,0.149104
8,-62.5681,27.9965,143.753,4538,0.0607254
8,-62.5825,27.9763,143.853,4538,0.0585249
8,-62.2462,33.7929,143.926,4538,0.0529507
8,-62.3547,33.6933,143.902,4538,0.0410236
8,-62.3547,33.6933,143.902,4538,0.0410236
9,6.41601,-10.0412,-86.8655,326,470.181
9,6.07216,-10.8522,-81.0469,458,470.177
9,6.06512,-10.8664,-80.9457,458,470.177
9,5.45541,-12.1905,-71.4577,614,470.162
9,5.4481,-12.2046,-71.3569,614,470.162
9,4.78307,-13.5284,-61.8909,793,470.147
9,4.77545,-13.5424,-61.7903,793,470.147
9,4.05167,-14.8646,-52.3405,997,470.13
9,4.04312,-14.8787,-52.24,997,470.13
9,3.26103,-16.1991,-42.8031,1225,470.114
9,3.25218,-16.2131,-42.7027,1225,470.114
9,2.25226,-17.777,-31.5227,1448,470.096
9,2.24271,-17.7911,-31.4225,1448,470.096
9,0.984392,-19.6038,-18.5039,1661,470.064
9,0.974254,-19.6178,-18.4038,1661,470.064
9,-0.386762,-21.4199,-5.50054,1884,470.052
9,-0.397728,-21.4339,-5.40057,1884,470.052
9,-1.86578,-23.2404,7.48843,2106,470.034
9,-1.87822,-23.2543,7.58829,2106,470.034
9,-3.45224,-25.0501,20.4635,2318,470.017
9,-3.46512,-25.064,20.5633,2318,470.017
9,-5.14951,-26.8627,33.4249,2531,469.981
9,-5.163,-26.8766,33.5245,2531,469.981
9,-6.9541,-28.675,46.3724,2747,469.96
9,-6.96833,-28.6889,46.4719,2747,469.96
9,-8.8574,-30.4845,59.3062,2968,469.953
9,-8.87245,-30.4984,59.4056,2968,469.953
9,-10.8676,-32.292,72.2258,3196,469.935
9,-10.884,-32.3059,72.3251,3196,469.935
9,-12.9779,-34.0988,85.1312,3430,469.92
9,-12.9947,-34.1127,85.2304,3430,469.92
9,-15.1859,-35.9001,98.0221,3670,469.898
9,-15.2034,-35.9139,98.1212,3670,469.898
9,-17.4975,-37.7002,110.898,3907,469.886
9,-17.5159,-37.7141,110.997,3907,469.885
9,-19.9152,-39.498,123.758,4131,469.863
9,-19.9345,-39.5118,123.856,4131,469.863
9,-22.4364,-41.2989,136.601,4344,469.84
9,-22.4562,-41.3128,136.7,4344,469.84
9,-25.0622,-43.104,149.428,4552,469.825
9,-25.083,-43.118,149.527,4552,469.825
9,-27.797,-44.9188,162.237,4755,469.787
9,-27.8184,-44.9328,162.335,4755,469.786
9,-30.6352,-46.741,175.028,4955,469.764
9,-30.6575,-46.755,175.126,4955,469.764
9,-33.5767,-48.5665,187.8,5151,469.743
9,-33.6004,-48.5805,187.898,5151,469.743
9,-36.6332,-50.3907,200.552,5337,469.731
9,-36.6573,-50.4048,200.65,5337,469.731
9,-39.7929,-52.2248,213.285,5490,469.711
9,-39.8179,-52.2388,213.383,5490,469.711
9,-43.0615,-54.0561,225.996,5608,469.691
9,-43.0872,-54.0702,226.094,5608,469.691
9,-46.4391,-55.8859,238.685,5706,469.674
9,-46.466,-55.8999,238.783,5706,469.674
10,11.7795,0.685683,-87.7416,328,651.664
10,11.1591,0.999456,-81.7584,460,651.656
10,11.1482,1.0049,-81.6547,460,651.656
10,10.1085,1.51413,-71.9656,615,651.65
10,10.0972,1.51955,-71.863,615,651.65
10,9.02231,2.0279,-62.2525,795,651.645
10,9.0107,2.03333,-62.1506,795,651.645
10,7.90055,2.54315,-52.5946,998,651.64
10,7.88769,2.54857,-52.4931,998,651.64
10,6.74077,3.05633,-42.9769,1226,651.629
10,6.72776,3.06172,-42.8758,1226,651.629
10,5.32049,3.66201,-31.627,1449,651.622
10,5.30724,3.6674,-31.5263,1449,651.622
10,3.60754,4.36117,-18.5523,1662,651.617
10,3.59404,4.36658,-18.4518,1662,651.617
10,1.82133,5.06222,-5.51206,1885,651.598
10,1.80685,5.06762,-5.41186,1885,651.597
10,-0.0399648,5.76207,7.49999,2106,651.594
10,-0.0547925,5.76746,7.59999,2106,651.594
10,-1.98404,6.46199,20.488,2319,651.578
10,-1.99935,6.46739,20.5878,2319,651.578
10,-4.00188,7.16627,33.4546,2531,651.565
10,-4.01778,7.1717,33.5543,2531,651.565
10,-6.09815,7.87239,46.4019,2747,651.557
10,-6.11455,7.87783,46.5014,2747,651.557
10,-8.26884,8.57929,59.3311,2969,651.55
10,-8.2858,8.58469,59.4305,2969,651.55
10,-10.511,9.28054,72.2435,3196,651.545
